"speciesCode","comName","sciName","locId","locName","obsDt","howMany","lat","lng","obsValid","obsReviewed","locationPrivate","subId","idu"
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L477047","Treasure Lake","2017-12-25 15:51",12,40.4483514,-74.2156935,TRUE,FALSE,FALSE,"S41310107",269
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L164186","Reed's Beach and Road","2017-12-26 15:40",45,39.1167451,-74.8916665,TRUE,FALSE,FALSE,"S41332045",270
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2499495","Burlington Rd. between Rte. 611 and Sand Bridge Rd.","2017-12-27 16:06",1,39.5767097,-75.1910305,TRUE,FALSE,TRUE,"S41359924",271
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L633229","Reed's Beach--Reed yard","2017-12-28 16:35",40,39.1144246,-74.8866212,TRUE,FALSE,TRUE,"S41382625",272
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6620883","Lancelot Ct, Mount Laurel US-NJ","2017-12-29 16:26",1,39.979917,-74.881849,TRUE,FALSE,TRUE,"S41410594",273
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1916423","Dream Park","2017-12-30 15:49",2,39.7984144,-75.3695369,TRUE,FALSE,FALSE,"S41532233",274
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L633229","Reed's Beach--Reed yard","2017-12-31 16:18",45,39.1144246,-74.8866212,TRUE,FALSE,TRUE,"S41478469",275
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L275261","Stevens Street-yard","2018-01-01 16:28",25,38.9417118,-74.9477327,TRUE,FALSE,TRUE,"S41520514",276
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1284527","Pierce's Point and Road","2018-01-02 16:39",20,39.0870973,-74.9033,TRUE,FALSE,FALSE,"S41561603",277
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L633229","Reed's Beach--Reed yard","2018-01-03 16:25",12,39.1144246,-74.8866212,TRUE,FALSE,TRUE,"S41596620",278
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L275261","Stevens Street-yard","2018-01-04 16:25",20,38.9417118,-74.9477327,TRUE,FALSE,TRUE,"S41623823",279
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1916423","Dream Park","2018-01-05 16:23",10,39.7984144,-75.3695369,TRUE,FALSE,FALSE,"S41655517",280
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6678347","New Jersey Turnpike N, Barrington US-NJ (39.8626,-75.0580)","2018-01-06 16:47",8,39.862593,-75.057999,TRUE,FALSE,TRUE,"S41685808",281
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211826","Jake's Landing","2018-01-07 16:25",18,39.1795653,-74.8510244,TRUE,FALSE,FALSE,"S41723472",282
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L633229","Reed's Beach--Reed yard","2018-01-08 16:03",40,39.1144246,-74.8866212,TRUE,FALSE,TRUE,"S41755659",283
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L424721","Penns Grove--DOD Ponds","2018-01-09 16:34",7,39.7498956,-75.4557323,TRUE,FALSE,FALSE,"S41777862",284
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L5198469","US-New Jersey-435 Cedar Run Dock Road - 39.649x-74.252 - Dec 31, 2016 3:59 PM","2018-01-10 16:45",6,39.648558,-74.2518007,TRUE,FALSE,TRUE,"S41803114",285
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2018-01-11 16:55",4,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S41828814",286
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211826","Jake's Landing","2018-01-12 16:32",26,39.1795653,-74.8510244,TRUE,FALSE,FALSE,"S41853705",287
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L384943","Edwin B. Forsythe NWR--Cedar Run Dock Rd.","2018-01-13 16:00",0,39.6590992,-74.2595959,TRUE,FALSE,FALSE,"S41898538",288
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2145041","Roxbury Park","2018-01-14 16:30",10,40.8579023,-74.6332598,TRUE,FALSE,FALSE,"S41921697",289
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6726315","QuikChek","2018-01-15 16:30",15,40.3954324,-74.8455687,TRUE,FALSE,TRUE,"S41957029",290
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L164186","Reed's Beach and Road","2018-01-16 16:36",3,39.1167451,-74.8916665,TRUE,FALSE,FALSE,"S41973241",291
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2018-01-17 17:15",6,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S42014149",292
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2018-01-18 16:20",3,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S42053010",293
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109136","Cape Island--South Cape May Meadows (SCMM)","2018-01-19 16:08",8,38.9359287,-74.9434519,TRUE,FALSE,FALSE,"S42078796",294
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L298497","Pedricktown Marsh (Gloucester Co.)","2018-01-20 16:52",0,39.76435,-75.396967,TRUE,FALSE,FALSE,"S42102713",295
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1916423","Dream Park","2018-01-21 16:35",35,39.7984144,-75.3695369,TRUE,FALSE,FALSE,"S42135756",296
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2066936","Mannington Marsh--Rt 540 Bridge","2018-01-22 16:42",20,39.614681,-75.4410553,TRUE,FALSE,FALSE,"S42164095",297
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2512077","Baypoint Rd.","2018-01-23 16:35",180,39.309695,-75.216981,TRUE,FALSE,TRUE,"S42191204",298
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L302963","Great Swamp NWR","2018-01-24 15:20",15,40.7138227,-74.463013,TRUE,FALSE,FALSE,"S42210279",299
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2018-01-25 17:04",6,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S42235061",300
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L7899096","5 Whitman Road, Trenton, New Jersey, US (40.245, -74.681)","2018-01-26 16:15",1,40.244824,-74.6814568,TRUE,FALSE,TRUE,"S48325388",301
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L251091","Pole Farm (Mercer County Park NW)","2018-01-27 16:30",0,40.316411,-74.747477,TRUE,FALSE,FALSE,"S42336317",302
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L4792264","Cedar Dock Road","2018-01-28 16:00",20,39.6499138,-74.2528367,TRUE,FALSE,TRUE,"S42317497",303
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L3338994","Old Ferry Rd","2018-01-29 16:48",500,39.8181368,-75.372515,TRUE,FALSE,TRUE,"S42348597",304
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L242133","Princeton Institute Woods & Charles Rogers Wildlife Refuge","2018-01-30 16:15",35,40.3275414,-74.6628358,TRUE,FALSE,FALSE,"S42374090",305
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1858968","Friendship Rd Yard","2018-01-31 16:08",20,39.7990161,-75.2406299,TRUE,FALSE,TRUE,"S42394020",306
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2018-02-01 17:07",100,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S42420233",307
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2018-02-02 15:50",35,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S42439132",308
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6816829","Churchill Nature Preserve, Tenafly US-NJ (40.9040,-73.9510)","2018-02-03 17:00",1,40.90396,-73.950962,TRUE,FALSE,TRUE,"S42467348",309
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2018-02-04 15:43",50,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S42496019",310
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L477047","Treasure Lake","2018-02-05 16:42",36,40.4483514,-74.2156935,TRUE,FALSE,FALSE,"S42522511",311
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6579054","Chemours/Chambers Works Facility, Deepwater, Landfill Area","2018-02-06 14:21",2,39.6920969,-75.4900324,TRUE,FALSE,TRUE,"S42542584",312
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6652849","Forsythe NWR","2018-02-07 15:15",2,39.4646918,-74.4498181,TRUE,FALSE,TRUE,"S42573218",313
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L477047","Treasure Lake","2018-02-08 16:01",50,40.4483514,-74.2156935,TRUE,FALSE,FALSE,"S42598482",314
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211826","Jake's Landing","2018-02-09 16:02",1,39.1795653,-74.8510244,TRUE,FALSE,FALSE,"S42625772",315
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6826001","Old Tappan, New Jersey, US (41.02, -73.981)","2018-02-10 14:27",2,41.0197441,-73.9812096,TRUE,FALSE,TRUE,"S42646004",316
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1963449","Little Mantua Creek","2018-02-11 17:13",100,39.837508,-75.2121019,TRUE,FALSE,FALSE,"S42684544",317
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L293508","Beaver Swamp WMA","2018-02-12 17:28",1,39.1568267,-74.8176372,TRUE,FALSE,FALSE,"S42713232",318
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6871139","145 Central Ave, Island Heights US-NJ (39.9460,-74.1499)","2018-02-13 17:28",1,39.946032,-74.149877,TRUE,FALSE,TRUE,"S42734964",319
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6923892","Margate Causeway","2018-02-14 17:03",6,39.337877,-74.516749,TRUE,FALSE,TRUE,"S42827822",320
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L753386","Troy Meadows Natural Area","2018-02-15 17:20",30,40.8441386,-74.3708324,TRUE,FALSE,FALSE,"S42824024",321
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6972307","wawa","2018-02-16 18:06",40,40.3396313,-74.0564458,TRUE,FALSE,TRUE,"S43094288",322
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6972307","wawa","2018-02-17 23:05",30,40.3396313,-74.0564458,TRUE,FALSE,TRUE,"S43094421",323
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2018-02-18 17:30",6,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S42950424",324
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6958220","50 Centennial Dr, Hammonton US-NJ (39.6402,-74.7598)","2018-02-19 20:43",7,39.640212,-74.759758,TRUE,FALSE,TRUE,"S43010278",325
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L4449620","Salem WMA--Woodstown unit","2018-02-20 17:37",4,39.6406281,-75.3137898,TRUE,FALSE,FALSE,"S43057917",326
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6968718","Parker Pit (private), Lacey Township, New Jersey, US (39.865, -74.222)","2018-02-21 17:46",1,39.865069,-74.2218668,TRUE,FALSE,TRUE,"S43074525",327
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L815430","Alpha, Oberly Road","2018-02-22 16:45",0,40.6570061,-75.1826105,TRUE,FALSE,FALSE,"S43097256",328
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211826","Jake's Landing","2018-02-23 17:46",8,39.1795653,-74.8510244,TRUE,FALSE,FALSE,"S43122701",329
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L251091","Pole Farm (Mercer County Park NW)","2018-02-24 17:04",60,40.316411,-74.747477,TRUE,FALSE,FALSE,"S43154516",330
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L389007","Richard W. DeKorte Park","2018-02-25 17:55",6,40.7833,-74.1025167,TRUE,FALSE,FALSE,"S43190320",331
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211826","Jake's Landing","2018-02-26 17:45",3,39.1795653,-74.8510244,TRUE,FALSE,FALSE,"S43219953",332
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1265820","North Branch Park","2018-02-27 17:30",1,40.5794465,-74.6779356,TRUE,FALSE,FALSE,"S43248909",333
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L7842107","South Branch Reservation--Landsdown Trail/Meadows","2018-02-28 18:00",8,40.6197264,-74.9139648,TRUE,FALSE,FALSE,"S43275165",334
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L268855","Assiscong Marsh","2018-03-01 17:02",16,40.5421129,-74.8491669,TRUE,FALSE,FALSE,"S43298049",335
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L477047","Treasure Lake","2018-03-02 16:38",15,40.4483514,-74.2156935,TRUE,FALSE,FALSE,"S43320264",336
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L389007","Richard W. DeKorte Park","2018-03-03 17:20",4,40.7833,-74.1025167,TRUE,FALSE,FALSE,"S43351726",337
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L766898","Allamuchy Mountain SP IBA (Sussex)","2018-03-04 17:00",12,40.9326441,-74.7546673,TRUE,FALSE,FALSE,"S43384965",338
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2018-03-05 17:50",2,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S43412429",339
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L164186","Reed's Beach and Road","2018-03-06 17:20",10,39.1167451,-74.8916665,TRUE,FALSE,FALSE,"S43440485",340
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L5009623","1022 White Bridge Road - Millington, NJ","2018-03-07 15:30",15,40.7006224,-74.4855461,TRUE,FALSE,TRUE,"S43528007",341
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L5673897","Old Trail 2","2018-03-08 22:50",14,39.856534,-75.208916,TRUE,FALSE,TRUE,"S44150830",342
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2627056","Home","2018-03-09 18:15",12,40.4401455,-74.4573766,TRUE,FALSE,TRUE,"S43517483",343
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L603371","Great Swamp NWR--Pleasant Plains Rd.","2018-03-10 17:40",50,40.7090601,-74.5031619,TRUE,FALSE,FALSE,"S43543662",344
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L298496","Birch Creek Marsh","2018-03-11 18:10",80,39.7860392,-75.3842706,TRUE,FALSE,FALSE,"S43573137",345
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2190723","Mary Patrick Park","2018-03-12 18:07",4,41.090823,-74.176156,TRUE,FALSE,FALSE,"S43602550",346
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L251091","Pole Farm (Mercer County Park NW)","2018-03-13 18:33",45,40.316411,-74.747477,TRUE,FALSE,FALSE,"S43625478",347
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1392985","Holland Township Javes Rd.","2018-03-14 18:38",10,40.5909337,-75.0945261,TRUE,FALSE,TRUE,"S43655410",348
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1188136","Riverwinds--Nature Trail","2018-03-15 19:02",125,39.8510257,-75.194689,TRUE,FALSE,FALSE,"S43678739",349
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L302963","Great Swamp NWR","2018-03-16 18:49",250,40.7138227,-74.463013,TRUE,FALSE,FALSE,"S43711981",350
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2719455","Tower Hill Reserve","2018-03-17 19:15",2,40.6674234,-75.0016022,TRUE,FALSE,FALSE,"S43733612",351
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L251091","Pole Farm (Mercer County Park NW)","2018-03-18 19:43",7,40.316411,-74.747477,TRUE,FALSE,FALSE,"S43764184",352
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L278379","Alloway Creek Restoration Site","2018-03-19 19:13",0,39.5220185,-75.5112863,TRUE,FALSE,FALSE,"S43793855",353
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L324763","Paulinskill River WMA / Hyper Humus IBA","2018-03-20 17:30",10,41.0814091,-74.7127858,TRUE,FALSE,FALSE,"S43818037",354
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1299883","Home, Woolf Road","2018-03-21 17:30",3,40.6172427,-75.0293684,TRUE,FALSE,TRUE,"S44014732",355
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L766009","BC Fairgrounds/Barker's Brook NRA (old Mercer Sod Farm)","2018-03-22 19:00",4,40.0330652,-74.7325873,TRUE,FALSE,FALSE,"S43875122",356
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L766009","BC Fairgrounds/Barker's Brook NRA (old Mercer Sod Farm)","2018-03-23 18:49",1,40.0330652,-74.7325873,TRUE,FALSE,FALSE,"S43895670",357
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L603371","Great Swamp NWR--Pleasant Plains Rd.","2018-03-24 19:01",1,40.7090601,-74.5031619,TRUE,FALSE,FALSE,"S44041413",358
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L5858208","Cliffwood Beach, seawall/path at Treasure Lake","2018-03-25 19:16",6,40.44932,-74.214997,TRUE,FALSE,TRUE,"S43959656",359
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2442747","Echo Hill Park","2018-03-26 17:31",4,40.580111,-74.8671055,TRUE,FALSE,FALSE,"S43993244",360
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109132","Cape Island--Cape May Point SP (CMPSP)","2018-03-27 18:42",3,38.9338272,-74.9550854,TRUE,FALSE,FALSE,"S44018941",361
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L3125633","Garden State Beagle Club (restricted access)","2018-03-28 18:48",17,39.9123696,-74.8919964,TRUE,FALSE,TRUE,"S44047366",362
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L164186","Reed's Beach and Road","2018-03-29 19:16",3,39.1167451,-74.8916665,TRUE,FALSE,FALSE,"S44071712",363
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2528505","US-NJ-West Deptford-Mantua Creek","2018-03-30 19:21",1000,39.832113,-75.230058,TRUE,FALSE,TRUE,"S44101215",364
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L603371","Great Swamp NWR--Pleasant Plains Rd.","2018-03-31 19:02",10,40.7090601,-74.5031619,TRUE,FALSE,FALSE,"S44159535",365
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2018-04-01 19:06",10,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S44168387",366
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2067772","Manasquan Reservoir--Environmental Center","2018-04-02 23:22",4,40.1776888,-74.2187297,TRUE,FALSE,FALSE,"S44287466",367
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L682666","Osborn Pond","2018-04-03 18:50",3,40.7215021,-74.5314646,TRUE,FALSE,FALSE,"S44228260",368
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L295687","Wallkill River NWR--Liberty Marsh (Sussex Co.)","2018-04-04 18:50",2,41.2774724,-74.5320937,TRUE,FALSE,FALSE,"S44257787",369
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L7177657","Monksville Beech Rd S.","2018-04-05 19:22",0,41.136901,-74.3048247,TRUE,FALSE,TRUE,"S44292160",370
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1963449","Little Mantua Creek","2018-04-06 19:17",0,39.837508,-75.2121019,TRUE,FALSE,FALSE,"S44309880",371
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L249999","Heislerville WMA","2018-04-07 19:05",0,39.2302586,-75.0034046,TRUE,FALSE,FALSE,"S44344515",372
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L609499","Webster House","2018-04-08 20:38",2,39.7020402,-74.9037015,TRUE,FALSE,TRUE,"S44383034",373
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6652849","Forsythe NWR","2018-04-09 19:00",110,39.4646918,-74.4498181,TRUE,FALSE,TRUE,"S44427595",374
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1963449","Little Mantua Creek","2018-04-10 19:27",0,39.837508,-75.2121019,TRUE,FALSE,FALSE,"S44447890",375
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211826","Jake's Landing","2018-04-11 18:26",40,39.1795653,-74.8510244,TRUE,FALSE,FALSE,"S44478348",376
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L3135375","Boat launch, Seaview Ave., Linwood, NJ","2018-04-12 19:41",1,39.3334344,-74.5730925,TRUE,FALSE,TRUE,"S44584427",377
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2749780","Bio House","2018-04-13 18:40",10,39.4661578,-74.456462,TRUE,FALSE,TRUE,"S44542402",378
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2422469","Whitesbog (Ocean Co.)","2018-04-14 19:36",9,39.9672963,-74.4843478,TRUE,FALSE,FALSE,"S44580174",379
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1105112","Opie Road","2018-04-15 18:32",0,40.5191975,-74.7177887,TRUE,FALSE,FALSE,"S44611835",380
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L129879","Cape Island--The Beanery/Rea Farm","2018-04-16 19:28",9,38.9462395,-74.9412079,TRUE,FALSE,FALSE,"S44666741",381
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2190730","Franklin Lakes Nature Preserve","2018-04-17 18:16",7,40.982996,-74.198663,TRUE,FALSE,FALSE,"S44673427",382
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L304199","Double Trouble SP","2018-04-18 19:41",8,39.8972894,-74.2222633,TRUE,FALSE,FALSE,"S44714998",383
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L766898","Allamuchy Mountain SP IBA (Sussex)","2018-04-19 18:46",3,40.9326441,-74.7546673,TRUE,FALSE,FALSE,"S44735266",384
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L275261","Stevens Street-yard","2018-04-20 19:37",8,38.9417118,-74.9477327,TRUE,FALSE,TRUE,"S44765174",385
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1156834","Wallkill River NWR--Kelly Rd.","2018-04-21 20:04",6,41.2435461,-74.5470428,TRUE,FALSE,FALSE,"S44803101",386
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6351972","Stow Neck Rd North, Lower Alloways Creek US-NJ (39.4463,-75.4204)","2018-04-22 19:53",0,39.446348,-75.420415,TRUE,FALSE,TRUE,"S44846160",387
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L7272808","CMC Prison","2018-04-23 19:29",0,39.096475,-74.803735,TRUE,FALSE,TRUE,"S44879603",388
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L389013","Meadowlands IBA--Mill Creek Point","2018-04-24 19:25",5,40.8065667,-74.0447833,TRUE,FALSE,FALSE,"S44913526",389
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211826","Jake's Landing","2018-04-25 19:00",65,39.1795653,-74.8510244,TRUE,FALSE,FALSE,"S44945104",390
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L572072","Edwin B. Forsythe NWR--Cedar Bonnet Island","2018-04-26 20:29",0,39.6571874,-74.1938168,TRUE,FALSE,FALSE,"S44976244",391
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L7479409","2–56 Highspire Ct, Medford US-NJ (39.9087,-74.8423)","2018-04-27 19:38",4,39.908749,-74.842317,TRUE,FALSE,TRUE,"S46083602",392
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L633229","Reed's Beach--Reed yard","2018-04-28 21:20",1,39.1144246,-74.8866212,TRUE,FALSE,TRUE,"S45050022",393
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L3135375","Boat launch, Seaview Ave., Linwood, NJ","2018-04-29 19:50",5,39.3334344,-74.5730925,TRUE,FALSE,TRUE,"S45090060",394
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2018-04-30 19:41",20,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S45122396",395
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L9613128","AMC Mohican Outdoor Center","2018-05-01 20:05",10,41.0349951,-75.001586,TRUE,FALSE,FALSE,"S45157372",396
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L3552846","Bliss Blvd Stormwater Treatment Ponds","2018-05-02 19:53",1,40.6733719,-75.1462162,TRUE,FALSE,TRUE,"S45194183",397
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L766898","Allamuchy Mountain SP IBA (Sussex)","2018-05-03 19:33",8,40.9326441,-74.7546673,TRUE,FALSE,FALSE,"S45232165",398
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L7335739","3300 Bybrook Dr, Villas US-NJ (39.0018,-74.9508)","2018-05-04 19:04",1,39.001843,-74.950801,TRUE,FALSE,TRUE,"S45264512",399
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L7349835","Lighthouse Pond","2018-05-05 19:54",1,38.934503,-74.96092,TRUE,FALSE,TRUE,"S45324415",400
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L389007","Richard W. DeKorte Park","2018-05-06 19:25",10,40.7833,-74.1025167,TRUE,FALSE,FALSE,"S45389575",401
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2478560","Sussex St Byram","2018-05-07 20:05",1,40.9251278,-74.7251093,TRUE,FALSE,TRUE,"S45432467",402
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L324763","Paulinskill River WMA / Hyper Humus IBA","2018-05-08 20:10",5,41.0814091,-74.7127858,TRUE,FALSE,FALSE,"S45636791",403
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L574770","Cape Island--Pond Creek & Marsh","2018-05-09 20:07",5,38.948429,-74.9610472,TRUE,FALSE,FALSE,"S45503765",404
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L338274","Cape Island--Garrett Family Preserve (TNC)","2018-05-10 19:45",2,38.9496222,-74.9220049,TRUE,FALSE,FALSE,"S45536170",405
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6853876","104 East 30th Street, Ship Bottom, New Jersey, US (39.636, -74.186)","2018-05-11 19:24",2,39.6363495,-74.1857768,TRUE,FALSE,TRUE,"S45567788",406
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L92443","Cape Island--CMPSP--Hawkwatch Platform","2018-05-12 20:04",4,38.9328558,-74.9579416,TRUE,FALSE,FALSE,"S45608528",407
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1128743","Mercer Corporate Park, Robbinsville","2018-05-13 20:00",35,40.1875596,-74.5894003,TRUE,FALSE,FALSE,"S45737722",408
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L156588","Parvin SP","2018-05-14 21:30",0,39.5141062,-75.1506472,TRUE,FALSE,FALSE,"S45674210",409
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L960028","Lewis Morris County Park","2018-05-15 20:05",2,40.7874303,-74.5447254,TRUE,FALSE,FALSE,"S45718748",410
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1392983","Milford","2018-05-16 19:52",1,40.5667634,-75.0972176,TRUE,FALSE,TRUE,"S45750562",411
